Location,Loc_Code,FilmDate,Disturbance,Loc_Disturbance,Bound,Notes,,,,,,,,,,,,,,,,,
Coral Bay,CRB,2014-12-08,ID,CRB_ID,,,,,,,,,,,,,,,,,,,
Coral Bay,CRB,2015-10-16,ID,CRB_ID,,,,,,,,,,,,,,,,,,,
Coral Bay,CRB,2016-10-24,Storm17,CRB_Storm17,start,,,,,,,,,,,,,,,,,,
Coral Bay,CRB,2018-01-18,Storm17,CRB_Storm17,end,,,,,,,,,,,,,,,,,,
Coral Bay,CRB,2018-10-25,ID,CRB_ID,,,,,,,,,,,,,,,,,,,
Coral Bay,CRB,2019-12-05,ID,CRB_ID,,,,,,,,,,,,,,,,,,,
Coral Bay,CRB,2020-02-24,SCTLD,CRB_SCTLD,start,,,,,,,,,,,,,,,,,,
Coral Bay,CRB,2020-12-10,SCTLD,CRB_SCTLD,interval,,,,,,,,,,,,,,,,,,
Coral Bay,CRB,2021-10-19,SCTLD,CRB_SCTLD,end,,,,,,,,,,,,,,,,,,
Coral Bay,CRB,2022-09-08,Diadema,CRB_Diadema,start,,,,,,,,,,,,,,,,,,
Coral Bay,CRB,2023-10-13,Diadema,CRB_Diadema,end,repeat row,,,,,,,,,,,,,,,,,
Coral Bay,CRB,2023-10-13,BL23,CRB_BL23,start,,,,,,,,,,,,,,,,,,
Coral Bay,CRB,2024-02-16,BL23,CRB_BL23,end,,,,,,,,,,,,,,,,,,
Coral Bay,CRB,2024-10-24,BL24,CRB_BL24,start,,,,,,,,,,,,,,,,,,
Coral Bay,CRB,2025-05-08,BL24,CRB_BL24,end,,,,,,,,,,,,,,,,,,
Eagle Ray,EGR,2001-07-27,ID,EGR_ID,,,,,,,,,,,,,,,,,,,
Eagle Ray,EGR,2002-05-30,ID,EGR_ID,,,,,,,,,,,,,,,,,,,
Eagle Ray,EGR,2003-03-28,ID,EGR_ID,,,,,,,,,,,,,,,,,,,
Eagle Ray,EGR,2004-05-03,ID,EGR_ID,,,,,,,,,,,,,,,,,,,
Eagle Ray,EGR,2005-08-08,ID,EGR_ID,,,,,,,,,,,,,,,,,,,
Eagle Ray,EGR,2005-11-02,BL05,EGR_BL05,start,,,,,,,,,,,,,,,,,,
Eagle Ray,EGR,2006-12-05,BL05,EGR_BL05,end,,,,,,,,,,,,,,,,,,
Eagle Ray,EGR,2007-09-25,ID,EGR_ID,,,,,,,,,,,,,,,,,,,
Eagle Ray,EGR,2008-09-02,ID,EGR_ID,,,,,,,,,,,,,,,,,,,
Eagle Ray,EGR,2009-10-15,ID,EGR_ID,,,,,,,,,,,,,,,,,,,
Eagle Ray,EGR,2010-08-10,ID,EGR_ID,,,,,,,,,,,,,,,,,,,
Eagle Ray,EGR,2011-07-17,ID,EGR_ID,,,,,,,,,,,,,,,,,,,
Eagle Ray,EGR,2012-08-17,ID,EGR_ID,,,,,,,,,,,,,,,,,,,
Eagle Ray,EGR,2013-08-15,ID,EGR_ID,,,,,,,,,,,,,,,,,,,
Eagle Ray,EGR,2014-12-09,ID,EGR_ID,,,,,,,,,,,,,,,,,,,
Eagle Ray,EGR,2015-10-03,ID,EGR_ID,,,,,,,,,,,,,,,,,,,
Eagle Ray,EGR,2016-10-14,ID,EGR_ID,,,,,,,,,,,,,,,,,,,
Eagle Ray,EGR,2018-02-27,ID,EGR_ID,,,,,,,,,,,,,,,,,,,
Eagle Ray,EGR,2018-11-02,ID,EGR_ID,,,,,,,,,,,,,,,,,,,
Eagle Ray,EGR,2019-10-16,SCTLD,EGR_SCTLD,start,,,,,,,,,,,,,,,,,,
Eagle Ray,EGR,2021-04-07,SCTLD,EGR_SCTLD,interval,,,,,,,,,,,,,,,,,,
Eagle Ray,EGR,2021-11-15,SCTLD,EGR_SCTLD,end,,,,,,,,,,,,,,,,,,
Eagle Ray,EGR,2022-10-20,ID,EGR_ID,,,,,,,,,,,,,,,,,,,
Eagle Ray,EGR,2023-11-11,BL23,EGR_BL23,start,,,,,,,,,,,,,,,,,,
Eagle Ray,EGR,2024-03-13,BL23,EGR_BL23,end,,,,,,,,,,,,,,,,,,
Eagle Ray,EGR,2024-11-14,BL24,EGR_BL24,start,,,,,,,,,,,,,,,,,,
Eagle Ray,EGR,2025-04-12,BL24,EGR_BL24,end,,,,,,,,,,,,,,,,,,
Fish Bay,FSB,2001-10-24,ID,FSB_ID,,,,,,,,,,,,,,,,,,,
Fish Bay,FSB,2002-02-15,ID,FSB_ID,,,,,,,,,,,,,,,,,,,
Fish Bay,FSB,2003-05-05,ID,FSB_ID,,,,,,,,,,,,,,,,,,,
Fish Bay,FSB,2004-01-15,ID,FSB_ID,,,,,,,,,,,,,,,,,,,
Fish Bay,FSB,2005-06-01,ID,FSB_ID,,,,,,,,,,,,,,,,,,,
Fish Bay,FSB,2005-10-06,BL05,FSB_BL05,start,,,,,,,,,,,,,,,,,,
Fish Bay,FSB,2006-07-03,BL05,FSB_BL05,end,,,,,,,,,,,,,,,,,,
Fish Bay,FSB,2007-09-04,ID,FSB_ID,,,,,,,,,,,,,,,,,,,
Fish Bay,FSB,2008-07-29,ID,FSB_ID,,,,,,,,,,,,,,,,,,,
Fish Bay,FSB,2009-06-30,ID,FSB_ID,,,,,,,,,,,,,,,,,,,
Fish Bay,FSB,2010-11-30,ID,FSB_ID,,,,,,,,,,,,,,,,,,,
Fish Bay,FSB,2011-09-16,ID,FSB_ID,,,,,,,,,,,,,,,,,,,
Fish Bay,FSB,2012-10-11,ID,FSB_ID,,,,,,,,,,,,,,,,,,,
Fish Bay,FSB,2014-01-20,ID,FSB_ID,,,,,,,,,,,,,,,,,,,
Fish Bay,FSB,2014-12-08,ID,FSB_ID,,,,,,,,,,,,,,,,,,,
Fish Bay,FSB,2015-10-16,ID,FSB_ID,,,,,,,,,,,,,,,,,,,
Fish Bay,FSB,2016-10-24,ID,FSB_ID,,,,,,,,,,,,,,,,,,,
Fish Bay,FSB,2018-06-05,ID,FSB_ID,,,,,,,,,,,,,,,,,,,
Fish Bay,FSB,2018-10-25,ID,FSB_ID,,,,,,,,,,,,,,,,,,,
Fish Bay,FSB,2019-12-05,ID,FSB_ID,,,,,,,,,,,,,,,,,,,
Fish Bay,FSB,2020-03-05,SCTLD,FSB_SCTLD,start,,,,,,,,,,,,,,,,,,
Fish Bay,FSB,2020-12-10,SCTLD,FSB_SCTLD,interval,,,,,,,,,,,,,,,,,,
Fish Bay,FSB,2021-10-19,SCTLD,FSB_SCTLD,end,,,,,,,,,,,,,,,,,,
Fish Bay,FSB,2022-09-08,ID,FSB_ID,,,,,,,,,,,,,,,,,,,
Fish Bay,FSB,2023-10-13,BL23,FSB_BL23,start,,,,,,,,,,,,,,,,,,
Fish Bay,FSB,2024-02-16,BL23,FSB_BL23,end,,,,,,,,,,,,,,,,,,
Fish Bay,FSB,2024-10-24,BL24,FSB_BL24,start,,,,,,,,,,,,,,,,,,
Fish Bay,FSB,2025-05-08,BL24,FSB_BL24,end,,,,,,,,,,,,,,,,,,
Flat Cay,FLC,2003-06-04,ID,FLC_ID,,,,,,,,,,,,,,,,,,,
Flat Cay,FLC,2004-12-07,ID,FLC_ID,,,,,,,,,,,,,,,,,,,
Flat Cay,FLC,2005-05-12,ID,FLC_ID,,,,,,,,,,,,,,,,,,,
Flat Cay,FLC,2005-09-27,BL05,FLC_BL05,start,,,,,,,,,,,,,,,,,,
Flat Cay,FLC,2006-06-28,BL05,FLC_BL05,end,,,,,,,,,,,,,,,,,,
Flat Cay,FLC,2007-08-22,ID,FLC_ID,,,,,,,,,,,,,,,,,,,
Flat Cay,FLC,2008-09-16,ID,FLC_ID,,,,,,,,,,,,,,,,,,,
Flat Cay,FLC,2009-11-02,ID,FLC_ID,,,,,,,,,,,,,,,,,,,
Flat Cay,FLC,2010-10-21,ID,FLC_ID,,,,,,,,,,,,,,,,,,,
Flat Cay,FLC,2011-10-20,ID,FLC_ID,,,,,,,,,,,,,,,,,,,
Flat Cay,FLC,2012-10-25,ID,FLC_ID,,,,,,,,,,,,,,,,,,,
Flat Cay,FLC,2013-10-23,ID,FLC_ID,,,,,,,,,,,,,,,,,,,
Flat Cay,FLC,2014-10-17,ID,FLC_ID,,,,,,,,,,,,,,,,,,,
Flat Cay,FLC,2015-10-14,ID,FLC_ID,,,,,,,,,,,,,,,,,,,
Flat Cay,FLC,2016-10-04,Storm17,FLC_Storm17,start,,,,,,,,,,,,,,,,,,
Flat Cay,FLC,2017-12-12,Storm17,FLC_Storm17,end,,,,,,,,,,,,,,,,,,
Flat Cay,FLC,2018-11-28,SCTLD,FLC_SCTLD,start,,,,,,,,,,,,,,,,,,
Flat Cay,FLC,2019-02-07,SCTLD,FLC_SCTLD,interval,,,,,,,,,,,,,,,,,,
Flat Cay,FLC,2019-03-21,SCTLD,FLC_SCTLD,interval,,,,,,,,,,,,,,,,,,
Flat Cay,FLC,2019-07-09,SCTLD,FLC_SCTLD,interval,,,,,,,,,,,,,,,,,,
Flat Cay,FLC,2019-10-30,SCTLD,FLC_SCTLD,end,,,,,,,,,,,,,,,,,,
Flat Cay,FLC,2020-02-11,ID,FLC_ID,,,,,,,,,,,,,,,,,,,
Flat Cay,FLC,2020-07-06,ID,FLC_ID,,,,,,,,,,,,,,,,,,,
Flat Cay,FLC,2020-10-30,ID,FLC_ID,,,,,,,,,,,,,,,,,,,
Flat Cay,FLC,2021-10-22,ID,FLC_ID,,,,,,,,,,,,,,,,,,,
Flat Cay,FLC,2022-10-10,ID,FLC_ID,,,,,,,,,,,,,,,,,,,
Flat Cay,FLC,2023-10-17,BL23,FLC_BL23,start,,,,,,,,,,,,,,,,,,
Flat Cay,FLC,2024-02-15,BL23,FLC_BL23,end,,,,,,,,,,,,,,,,,,
Flat Cay,FLC,2024-10-22,BL24,FLC_BL24,start,,,,,,,,,,,,,,,,,,
Flat Cay,FLC,2025-03-27,BL24,FLC_BL24,end,,,,,,,,,,,,,,,,,,
Ginsburg Fringe,GBF,2011-04-19,ID,GBF_ID,,,,,,,,,,,,,,,,,,,
Ginsburg Fringe,GBF,2013-02-21,ID,GBF_ID,,,,,,,,,,,,,,,,,,,
Ginsburg Fringe,GBF,2013-12-06,ID,GBF_ID,,,,,,,,,,,,,,,,,,,
Ginsburg Fringe,GBF,2014-12-15,ID,GBF_ID,,,,,,,,,,,,,,,,,,,
Ginsburg Fringe,GBF,2015-11-13,ID,GBF_ID,,,,,,,,,,,,,,,,,,,
Ginsburg Fringe,GBF,2017-04-20,ID,GBF_ID,,,,,,,,,,,,,,,,,,,
Ginsburg Fringe,GBF,2018-05-22,ID,GBF_ID,,,,,,,,,,,,,,,,,,,
Ginsburg Fringe,GBF,2018-12-12,ID,GBF_ID,,,,,,,,,,,,,,,,,,,
Ginsburg Fringe,GBF,2020-01-28,ID,GBF_ID,,,,,,,,,,,,,,,,,,,
Ginsburg Fringe,GBF,2021-04-15,ID,GBF_ID,,,,,,,,,,,,,,,,,,,
Ginsburg Fringe,GBF,2022-12-02,ID,GBF_ID,,,,,,,,,,,,,,,,,,,
Ginsburg Fringe,GBF,2023-10-26,BL23,GBF_BL23,start,,,,,,,,,,,,,,,,,,
Ginsburg Fringe,GBF,2024-05-22,BL23,GBF_BL23,end,,,,,,,,,,,,,,,,,,
Ginsburg Fringe,GBF,2025-01-17,BL24,GBF_BL24,start,,,,,,,,,,,,,,,,,,
Ginsburg Fringe,GBF,2025-02-26,BL24,GBF_BL24,end,,,,,,,,,,,,,,,,,,
Grammanik Tiger FSA,GKT,2003-04-03,ID,GKT_ID,,,,,,,,,,,,,,,,,,,
Grammanik Tiger FSA,GKT,2004-06-15,ID,GKT_ID,,,,,,,,,,,,,,,,,,,
Grammanik Tiger FSA,GKT,2005-04-27,ID,GKT_ID,,,,,,,,,,,,,,,,,,,
Grammanik Tiger FSA,GKT,2005-10-04,BL05,GKT_BL05,start,,,,,,,,,,,,,,,,,,
Grammanik Tiger FSA,GKT,2006-07-26,BL05,GKT_BL05,end,,,,,,,,,,,,,,,,,,
Grammanik Tiger FSA,GKT,2007-09-13,ID,GKT_ID,,,,,,,,,,,,,,,,,,,
Grammanik Tiger FSA,GKT,2008-07-24,ID,GKT_ID,,,,,,,,,,,,,,,,,,,
Grammanik Tiger FSA,GKT,2009-09-16,ID,GKT_ID,,,,,,,,,,,,,,,,,,,
Grammanik Tiger FSA,GKT,2010-12-03,ID,GKT_ID,,,,,,,,,,,,,,,,,,,
Grammanik Tiger FSA,GKT,2011-10-05,ID,GKT_ID,,,,,,,,,,,,,,,,,,,
Grammanik Tiger FSA,GKT,2012-10-09,ID,GKT_ID,,,,,,,,,,,,,,,,,,,
Grammanik Tiger FSA,GKT,2013-10-08,ID,GKT_ID,,,,,,,,,,,,,,,,,,,
Grammanik Tiger FSA,GKT,2014-12-04,ID,GKT_ID,,,,,,,,,,,,,,,,,,,
Grammanik Tiger FSA,GKT,2015-11-04,ID,GKT_ID,,,,,,,,,,,,,,,,,,,
Grammanik Tiger FSA,GKT,2016-12-01,ID,GKT_ID,,,,,,,,,,,,,,,,,,,
Grammanik Tiger FSA,GKT,2018-03-15,ID,GKT_ID,,,,,,,,,,,,,,,,,,,
Grammanik Tiger FSA,GKT,2018-12-04,ID,GKT_ID,,,,,,,,,,,,,,,,,,,
Grammanik Tiger FSA,GKT,2019-12-06,SCTLD,GKT_SCTLD,start,,,,,,,,,,,,,,,,,,
Grammanik Tiger FSA,GKT,2020-02-25,SCTLD,GKT_SCTLD,interval,,,,,,,,,,,,,,,,,,
Grammanik Tiger FSA,GKT,2020-07-16,SCTLD,GKT_SCTLD,end,,,,,,,,,,,,,,,,,,
Grammanik Tiger FSA,GKT,2020-12-07,ID,GKT_ID,,,,,,,,,,,,,,,,,,,
Grammanik Tiger FSA,GKT,2021-11-29,ID,GKT_ID,,,,,,,,,,,,,,,,,,,
Grammanik Tiger FSA,GKT,2022-12-07,ID,GKT_ID,,,,,,,,,,,,,,,,,,,
Grammanik Tiger FSA,GKT,2023-12-05,BL23,GKT_BL23,start,,,,,,,,,,,,,,,,,,
Grammanik Tiger FSA,GKT,2024-04-08,BL23,GKT_BL23,end,,,,,,,,,,,,,,,,,,
Grammanik Tiger FSA,GKT,2024-11-22,BL24,GKT_BL24,start,,,,,,,,,,,,,,,,,,
Grammanik Tiger FSA,GKT,2025-04-08,BL24,GKT_BL24,end,,,,,,,,,,,,,,,,,,
Great Pond,GRP,2003-07-31,ID,GRP_ID,,,,,,,,,,,,,,,,,,,
Great Pond,GRP,2004-06-02,ID,GRP_ID,,,,,,,,,,,,,,,,,,,
Great Pond,GRP,2005-08-17,BL05,GRP_BL05,start,,,,,,,,,,,,,,,,,,
Great Pond,GRP,2005-11-21,BL06,GRP_BL06,interval,,,,,,,,,,,,,,,,,,
Great Pond,GRP,2006-12-09,BL05,GRP_BL05,end,,,,,,,,,,,,,,,,,,
Great Pond,GRP,2007-09-27,ID,GRP_ID,,,,,,,,,,,,,,,,,,,
Great Pond,GRP,2008-09-02,ID,GRP_ID,,,,,,,,,,,,,,,,,,,
Great Pond,GRP,2010-01-24,ID,GRP_ID,,,,,,,,,,,,,,,,,,,
Great Pond,GRP,2010-08-11,ID,GRP_ID,,,,,,,,,,,,,,,,,,,
Great Pond,GRP,2011-07-16,ID,GRP_ID,,,,,,,,,,,,,,,,,,,
Great Pond,GRP,2012-08-14,ID,GRP_ID,,,,,,,,,,,,,,,,,,,
Great Pond,GRP,2013-08-14,ID,GRP_ID,,,,,,,,,,,,,,,,,,,
Great Pond,GRP,2014-10-10,ID,GRP_ID,,,,,,,,,,,,,,,,,,,
Great Pond,GRP,2015-09-29,ID,GRP_ID,,,,,,,,,,,,,,,,,,,
Great Pond,GRP,2016-10-13,ID,GRP_ID,,,,,,,,,,,,,,,,,,,
Great Pond,GRP,2018-03-01,ID,GRP_ID,,,,,,,,,,,,,,,,,,,
Great Pond,GRP,2018-11-07,ID,GRP_ID,,,,,,,,,,,,,,,,,,,
Great Pond,GRP,2019-10-21,SCTLD,GRP_SCTLD,start,,,,,,,,,,,,,,,,,,
Great Pond,GRP,2021-03-13,SCTLD,GRP_SCTLD,interval,,,,,,,,,,,,,,,,,,
Great Pond,GRP,2021-11-14,SCTLD,GRP_SCTLD,end,,,,,,,,,,,,,,,,,,
Great Pond,GRP,2022-10-21,Diadema,GRP_Diadema,start,,,,,,,,,,,,,,,,,,
Great Pond,GRP,2023-11-14,Diadema,GRP_Diadema,end,repeat row,,,,,,,,,,,,,,,,,
Great Pond,GRP,2023-11-14,BL23,GRP_BL23,start,,,,,,,,,,,,,,,,,,
Great Pond,GRP,2024-03-12,BL23,GRP_BL23,end,,,,,,,,,,,,,,,,,,
Great Pond,GRP,2024-11-13,BL24,GRP_BL24,start,,,,,,,,,,,,,,,,,,
Great Pond,GRP,2025-04-13,BL24,GRP_BL24,end,,,,,,,,,,,,,,,,,,
Hind Bank East FSA,HBE,2003-01-13,ID,HBE_ID,,,,,,,,,,,,,,,,,,,
Hind Bank East FSA,HBE,2004-06-18,ID,HBE_ID,,,,,,,,,,,,,,,,,,,
Hind Bank East FSA,HBE,2005-04-29,ID,HBE_ID,,,,,,,,,,,,,,,,,,,
Hind Bank East FSA,HBE,2005-10-04,BL05,HBE_BL05,start,,,,,,,,,,,,,,,,,,
Hind Bank East FSA,HBE,2006-07-21,BL05,HBE_BL05,end,,,,,,,,,,,,,,,,,,
Hind Bank East FSA,HBE,2007-09-05,ID,HBE_ID,,,,,,,,,,,,,,,,,,,
Hind Bank East FSA,HBE,2008-11-06,ID,HBE_ID,,,,,,,,,,,,,,,,,,,
Hind Bank East FSA,HBE,2009-06-10,ID,HBE_ID,,,,,,,,,,,,,,,,,,,
Hind Bank East FSA,HBE,2010-10-28,ID,HBE_ID,,,,,,,,,,,,,,,,,,,
Hind Bank East FSA,HBE,2011-11-03,ID,HBE_ID,,,,,,,,,,,,,,,,,,,
Hind Bank East FSA,HBE,2012-11-06,ID,HBE_ID,,,,,,,,,,,,,,,,,,,
Hind Bank East FSA,HBE,2013-10-11,ID,HBE_ID,,,,,,,,,,,,,,,,,,,
Hind Bank East FSA,HBE,2014-12-02,ID,HBE_ID,,,,,,,,,,,,,,,,,,,
Hind Bank East FSA,HBE,2015-11-12,ID,HBE_ID,,,,,,,,,,,,,,,,,,,
Hind Bank East FSA,HBE,2016-12-01,ID,HBE_ID,,,,,,,,,,,,,,,,,,,
Hind Bank East FSA,HBE,2018-05-11,ID,HBE_ID,,,,,,,,,,,,,,,,,,,
Hind Bank East FSA,HBE,2018-12-05,ID,HBE_ID,,,,,,,,,,,,,,,,,,,
Hind Bank East FSA,HBE,2019-11-25,SCTLD,HBE_SCTLD,start,,,,,,,,,,,,,,,,,,
Hind Bank East FSA,HBE,2020-02-25,SCTLD,HBE_SCTLD,interval,,,,,,,,,,,,,,,,,,
Hind Bank East FSA,HBE,2020-07-16,SCTLD,HBE_SCTLD,end,,,,,,,,,,,,,,,,,,
Hind Bank East FSA,HBE,2020-12-04,ID,HBE_ID,,,,,,,,,,,,,,,,,,,
Hind Bank East FSA,HBE,2021-12-03,ID,HBE_ID,,,,,,,,,,,,,,,,,,,
Hind Bank East FSA,HBE,2022-11-08,ID,HBE_ID,,,,,,,,,,,,,,,,,,,
Hind Bank East FSA,HBE,2023-12-06,BL23,HBE_BL23,start,,,,,,,,,,,,,,,,,,
Hind Bank East FSA,HBE,2024-05-14,BL23,HBE_BL23,end,,,,,,,,,,,,,,,,,,
Hind Bank East FSA,HBE,2024-11-21,BL24,HBE_BL24,start,,,,,,,,,,,,,,,,,,
Hind Bank East FSA,HBE,2025-03-28,BL24,HBE_BL24,end,,,,,,,,,,,,,,,,,,
Jacks Bay,JKB,2001-08-02,ID,JKB_ID,,,,,,,,,,,,,,,,,,,
Jacks Bay,JKB,2002-06-11,ID,JKB_ID,,,,,,,,,,,,,,,,,,,
Jacks Bay,JKB,2003-09-05,ID,JKB_ID,,,,,,,,,,,,,,,,,,,
Jacks Bay,JKB,2004-05-28,ID,JKB_ID,,,,,,,,,,,,,,,,,,,
Jacks Bay,JKB,2005-08-18,ID,JKB_ID,,,,,,,,,,,,,,,,,,,
Jacks Bay,JKB,2005-11-21,BL05,JKB_BL05,start,,,,,,,,,,,,,,,,,,
Jacks Bay,JKB,2006-12-06,BL05,JKB_BL05,end,,,,,,,,,,,,,,,,,,
Jacks Bay,JKB,2007-09-24,ID,JKB_ID,,,,,,,,,,,,,,,,,,,
Jacks Bay,JKB,2008-09-02,ID,JKB_ID,,,,,,,,,,,,,,,,,,,
Jacks Bay,JKB,2010-01-24,ID,JKB_ID,,,,,,,,,,,,,,,,,,,
Jacks Bay,JKB,2010-11-11,ID,JKB_ID,,,,,,,,,,,,,,,,,,,
Jacks Bay,JKB,2011-07-15,ID,JKB_ID,,,,,,,,,,,,,,,,,,,
Jacks Bay,JKB,2012-08-15,ID,JKB_ID,,,,,,,,,,,,,,,,,,,
Jacks Bay,JKB,2013-08-14,ID,JKB_ID,,,,,,,,,,,,,,,,,,,
Jacks Bay,JKB,2014-10-11,ID,JKB_ID,,,,,,,,,,,,,,,,,,,
Jacks Bay,JKB,2015-09-30,ID,JKB_ID,,,,,,,,,,,,,,,,,,,
Jacks Bay,JKB,2016-10-13,Storm17,JKB_Storm17,start,,,,,,,,,,,,,,,,,,
Jacks Bay,JKB,2018-02-25,Storm17,JKB_Storm17,end,,,,,,,,,,,,,,,,,,
Jacks Bay,JKB,2018-11-02,ID,JKB_ID,,,,,,,,,,,,,,,,,,,
Jacks Bay,JKB,2019-10-16,SCTLD,JKB_SCTLD,start,,,,,,,,,,,,,,,,,,
Jacks Bay,JKB,2021-04-07,SCTLD,JKB_SCTLD,interval,,,,,,,,,,,,,,,,,,
Jacks Bay,JKB,2021-11-11,SCTLD,JKB_SCTLD,end,,,,,,,,,,,,,,,,,,
Jacks Bay,JKB,2022-11-17,ID,JKB_ID,,,,,,,,,,,,,,,,,,,
Jacks Bay,JKB,2023-11-14,BL23,JKB_BL23,start,,,,,,,,,,,,,,,,,,
Jacks Bay,JKB,2024-03-14,BL23,JKB_BL23,end,,,,,,,,,,,,,,,,,,
Jacks Bay,JKB,2024-11-13,BL24,JKB_BL24,start,,,,,,,,,,,,,,,,,,
Jacks Bay,JKB,2025-04-15,BL24,JKB_BL24,end,,,,,,,,,,,,,,,,,,
Kings Corner,KGC,2007-01-12,ID,KGC_ID,,,,,,,,,,,,,,,,,,,
Kings Corner,KGC,2008-09-09,ID,KGC_ID,,,,,,,,,,,,,,,,,,,
Kings Corner,KGC,2009-10-13,ID,KGC_ID,,,,,,,,,,,,,,,,,,,
Kings Corner,KGC,2010-08-09,ID,KGC_ID,,,,,,,,,,,,,,,,,,,
Kings Corner,KGC,2011-07-18,ID,KGC_ID,,,,,,,,,,,,,,,,,,,
Kings Corner,KGC,2012-08-16,ID,KGC_ID,,,,,,,,,,,,,,,,,,,
Kings Corner,KGC,2013-08-16,ID,KGC_ID,,,,,,,,,,,,,,,,,,,
Kings Corner,KGC,2014-10-21,ID,KGC_ID,,,,,,,,,,,,,,,,,,,
Kings Corner,KGC,2015-09-28,ID,KGC_ID,,,,,,,,,,,,,,,,,,,
Kings Corner,KGC,2016-10-15,ID,KGC_ID,,,,,,,,,,,,,,,,,,,
Kings Corner,KGC,2018-02-26,ID,KGC_ID,,,,,,,,,,,,,,,,,,,
Kings Corner,KGC,2018-11-03,ID,KGC_ID,,,,,,,,,,,,,,,,,,,
Kings Corner,KGC,2019-10-17,SCTLD,KGC_SCTLD,start,,,,,,,,,,,,,,,,,,
Kings Corner,KGC,2021-03-14,SCTLD,KGC_SCTLD,interval,,,,,,,,,,,,,,,,,,
Kings Corner,KGC,2021-11-12,SCTLD,KGC_SCTLD,end,,,,,,,,,,,,,,,,,,
Kings Corner,KGC,2022-10-22,ID,KGC_ID,,,,,,,,,,,,,,,,,,,
Kings Corner,KGC,2023-11-15,BL23,KGC_BL23,start,,,,,,,,,,,,,,,,,,
Kings Corner,KGC,2024-03-15,BL23,KGC_BL23,end,,,,,,,,,,,,,,,,,,
Kings Corner,KGC,2024-11-15,BL24,KGC_BL24,start,,,,,,,,,,,,,,,,,,
Kings Corner,KGC,2025-04-14,BL24,KGC_BL24,end,,,,,,,,,,,,,,,,,,
Lang Bank EEMP,LBP,2009-10-10,ID,LBP_ID,,,,,,,,,,,,,,,,,,,
Lang Bank EEMP,LBP,2010-08-07,ID,LBP_ID,,,,,,,,,,,,,,,,,,,
Lang Bank EEMP,LBP,2011-07-15,ID,LBP_ID,,,,,,,,,,,,,,,,,,,
Lang Bank EEMP,LBP,2012-08-14,ID,LBP_ID,,,,,,,,,,,,,,,,,,,
Lang Bank EEMP,LBP,2013-08-14,ID,LBP_ID,,,,,,,,,,,,,,,,,,,
Lang Bank EEMP,LBP,2014-10-10,ID,LBP_ID,,,,,,,,,,,,,,,,,,,
Lang Bank EEMP,LBP,2015-09-29,ID,LBP_ID,,,,,,,,,,,,,,,,,,,
Lang Bank EEMP,LBP,2016-10-13,Storm17,LBP_Storm17,start,,,,,,,,,,,,,,,,,,
Lang Bank EEMP,LBP,2018-03-01,Storm17,LBP_Storm17,end,,,,,,,,,,,,,,,,,,
Lang Bank EEMP,LBP,2018-11-06,ID,LBP_ID,,,,,,,,,,,,,,,,,,,
Lang Bank EEMP,LBP,2019-10-20,SCTLD,LBP_SCTLD,start,,,,,,,,,,,,,,,,,,
Lang Bank EEMP,LBP,2021-03-13,SCTLD,LBP_SCTLD,interval,,,,,,,,,,,,,,,,,,
Lang Bank EEMP,LBP,2021-11-14,SCTLD,LBP_SCTLD,end,,,,,,,,,,,,,,,,,,
Lang Bank EEMP,LBP,2022-10-21,ID,LBP_ID,,,,,,,,,,,,,,,,,,,
Lang Bank EEMP,LBP,2023-11-11,BL23,LBP_BL23,start,,,,,,,,,,,,,,,,,,
Lang Bank EEMP,LBP,2024-03-15,BL23,LBP_BL23,end,,,,,,,,,,,,,,,,,,
Lang Bank EEMP,LBP,2024-11-13,BL24,LBP_BL24,start,,,,,,,,,,,,,,,,,,
Lang Bank EEMP,LBP,2025-04-15,BL24,LBP_BL24,end,,,,,,,,,,,,,,,,,,
Lang Bank Red Hind FSA,LBH,2001-08-01,ID,LBH_ID,,,,,,,,,,,,,,,,,,,
Lang Bank Red Hind FSA,LBH,2002-05-29,ID,LBH_ID,,,,,,,,,,,,,,,,,,,
Lang Bank Red Hind FSA,LBH,2004-02-04,ID,LBH_ID,,,,,,,,,,,,,,,,,,,
Lang Bank Red Hind FSA,LBH,2005-11-01,BL05,LBH_BL05,start,,,,,,,,,,,,,,,,,,
Lang Bank Red Hind FSA,LBH,2006-09-07,BL05,LBH_BL05,end,,,,,,,,,,,,,,,,,,
Lang Bank Red Hind FSA,LBH,2009-10-09,ID,LBH_ID,,,,,,,,,,,,,,,,,,,
Lang Bank Red Hind FSA,LBH,2010-08-06,ID,LBH_ID,,,,,,,,,,,,,,,,,,,
Lang Bank Red Hind FSA,LBH,2011-07-14,ID,LBH_ID,,,,,,,,,,,,,,,,,,,
Lang Bank Red Hind FSA,LBH,2012-08-15,ID,LBH_ID,,,,,,,,,,,,,,,,,,,
Lang Bank Red Hind FSA,LBH,2013-08-13,ID,LBH_ID,,,,,,,,,,,,,,,,,,,
Lang Bank Red Hind FSA,LBH,2014-10-11,ID,LBH_ID,,,,,,,,,,,,,,,,,,,
Lang Bank Red Hind FSA,LBH,2015-09-30,ID,LBH_ID,,,,,,,,,,,,,,,,,,,
Lang Bank Red Hind FSA,LBH,2016-10-11,Storm17,LBH_Storm17,start,,,,,,,,,,,,,,,,,,
Lang Bank Red Hind FSA,LBH,2018-03-02,Storm17,LBH_Storm17,end,,,,,,,,,,,,,,,,,,
