Location,Loc_Code,FilmDate,Disturbance,Loc_Disturbance,Bound,Notes,,,,,,,,,,,,,,,,,
Lang Bank Red Hind FSA,LBH,2018-11-06,ID,LBH_ID,,,,,,,,,,,,,,,,,,,
Lang Bank Red Hind FSA,LBH,2019-10-20,BL19,LBH_BL19,start,,May not be possible to disentagle BL19 and SCTLD effects. Prioritize SCTLD,,,,,,,,,,,,,,,,
Lang Bank Red Hind FSA,LBH,2021-03-12,BL19,LBH_BL19,end,,May not be possible to disentagle BL19 and SCTLD effects. Prioritize SCTLD,,,,,,,,,,,,,,,,
Lang Bank Red Hind FSA,LBH,2019-10-20,SCTLD,LBH_SCTLD,start,repeat row,May not be possible to disentagle BL19 and SCTLD effects. Prioritize SCTLD,,,,,,,,,,,,,,,,
Lang Bank Red Hind FSA,LBH,2021-03-12,SCTLD,LBH_SCTLD,interval,repeat row,May not be possible to disentagle BL19 and SCTLD effects. Prioritize SCTLD,,,,,,,,,,,,,,,,
Lang Bank Red Hind FSA,LBH,2021-11-22,SCTLD,LBH_SCTLD,end,,May not be possible to disentagle BL19 and SCTLD effects. Prioritize SCTLD,,,,,,,,,,,,,,,,
Lang Bank Red Hind FSA,LBH,2022-11-17,ID,LBH_ID,,,,,,,,,,,,,,,,,,,
Lang Bank Red Hind FSA,LBH,2023-11-13,BL23,LBH_BL23,start,,,,,,,,,,,,,,,,,,
Lang Bank Red Hind FSA,LBH,2024-03-12,BL23,LBH_BL23,end,,,,,,,,,,,,,,,,,,
Lang Bank Red Hind FSA,LBH,2024-11-16,BL24,LBH_BL24,start,,,,,,,,,,,,,,,,,,
Lang Bank Red Hind FSA,LBH,2025-04-13,BL24,LBH_BL24,end,,,,,,,,,,,,,,,,,,
Magens Bay,MGN,2001-09-25,ID,MGN_ID,,,,,,,,,,,,,,,,,,,
Magens Bay,MGN,2002-05-23,ID,MGN_ID,,,,,,,,,,,,,,,,,,,
Magens Bay,MGN,2003-05-30,ID,MGN_ID,,,,,,,,,,,,,,,,,,,
Magens Bay,MGN,2004-12-16,ID,MGN_ID,,,,,,,,,,,,,,,,,,,
Magens Bay,MGN,2005-05-19,ID,MGN_ID,,,,,,,,,,,,,,,,,,,
Magens Bay,MGN,2005-10-19,BL05,MGN_BL05,start,,,,,,,,,,,,,,,,,,
Magens Bay,MGN,2006-06-21,BL05,MGN_BL05,end,,,,,,,,,,,,,,,,,,
Magens Bay,MGN,2007-06-26,ID,MGN_ID,,,,,,,,,,,,,,,,,,,
Magens Bay,MGN,2008-08-19,ID,MGN_ID,,,,,,,,,,,,,,,,,,,
Magens Bay,MGN,2009-06-25,ID,MGN_ID,,,,,,,,,,,,,,,,,,,
Magens Bay,MGN,2010-11-03,ID,MGN_ID,,,,,,,,,,,,,,,,,,,
Magens Bay,MGN,2011-10-06,ID,MGN_ID,,,,,,,,,,,,,,,,,,,
Magens Bay,MGN,2013-03-22,ID,MGN_ID,,,,,,,,,,,,,,,,,,,
Magens Bay,MGN,2014-03-18,ID,MGN_ID,,,,,,,,,,,,,,,,,,,
Magens Bay,MGN,2014-11-20,ID,MGN_ID,,,,,,,,,,,,,,,,,,,
Magens Bay,MGN,2015-11-17,ID,MGN_ID,,,,,,,,,,,,,,,,,,,
Magens Bay,MGN,2016-12-08,Storm17,MGN_Storm17,start,,,,,,,,,,,,,,,,,,
Magens Bay,MGN,2017-12-06,Storm17,MGN_Storm17,end,,,,,,,,,,,,,,,,,,
Magens Bay,MGN,2018-03-24,ID,MGN_ID,,,,,,,,,,,,,,,,,,,
Magens Bay,MGN,2018-11-27,ID,MGN_ID,,,,,,,,,,,,,,,,,,,
Magens Bay,MGN,2019-11-08,BL19,MGN_BL19,start,,,,,,,,,,,,,,,,,,
Magens Bay,MGN,2020-02-21,BL19,MGN_BL19,end,repeat row,,,,,,,,,,,,,,,,,
Magens Bay,MGN,2020-02-21,SCTLD,MGN_SCTLD,start,,,,,,,,,,,,,,,,,,
Magens Bay,MGN,2020-07-09,SCTLD,MGN_SCTLD,interval,,,,,,,,,,,,,,,,,,
Magens Bay,MGN,2020-11-24,SCTLD,MGN_SCTLD,end,,,,,,,,,,,,,,,,,,
Magens Bay,MGN,2021-10-18,Diadema,MGN_Diadema,start,,,,,,,,,,,,,,,,,,
Magens Bay,MGN,2022-10-03,Diadema,MGN_Diadema,end,,,,,,,,,,,,,,,,,,
Magens Bay,MGN,2023-10-12,BL23,MGN_BL23,start,,,,,,,,,,,,,,,,,,
Magens Bay,MGN,2024-04-17,BL23,MGN_BL23,end,,,,,,,,,,,,,,,,,,
Magens Bay,MGN,2024-10-22,BL24,MGN_BL24,start,,,,,,,,,,,,,,,,,,
Magens Bay,MGN,2025-03-19,BL24,MGN_BL24,end,,,,,,,,,,,,,,,,,,
Meri Shoal,MSR,2005-10-06,BL05,MSR_BL05,start,,,,,,,,,,,,,,,,,,
Meri Shoal,MSR,2006-07-03,BL05,MSR_BL05,end,,,,,,,,,,,,,,,,,,
Meri Shoal,MSR,2007-09-19,ID,MSR_ID,,,,,,,,,,,,,,,,,,,
Meri Shoal,MSR,2008-07-23,ID,MSR_ID,,,,,,,,,,,,,,,,,,,
Meri Shoal,MSR,2009-07-08,ID,MSR_ID,,,,,,,,,,,,,,,,,,,
Meri Shoal,MSR,2010-10-12,ID,MSR_ID,,,,,,,,,,,,,,,,,,,
Meri Shoal,MSR,2011-11-18,ID,MSR_ID,,,,,,,,,,,,,,,,,,,
Meri Shoal,MSR,2012-12-03,ID,MSR_ID,,,,,,,,,,,,,,,,,,,
Meri Shoal,MSR,2013-10-13,ID,MSR_ID,,,,,,,,,,,,,,,,,,,
Meri Shoal,MSR,2014-12-08,ID,MSR_ID,,,,,,,,,,,,,,,,,,,
Meri Shoal,MSR,2015-10-19,ID,MSR_ID,,,,,,,,,,,,,,,,,,,
Meri Shoal,MSR,2016-10-24,ID,MSR_ID,,,,,,,,,,,,,,,,,,,
Meri Shoal,MSR,2018-06-05,ID,MSR_ID,,,,,,,,,,,,,,,,,,,
Meri Shoal,MSR,2018-12-07,ID,MSR_ID,,,,,,,,,,,,,,,,,,,
Meri Shoal,MSR,2019-11-21,ID,MSR_ID,,,,,,,,,,,,,,,,,,,
Meri Shoal,MSR,2020-02-24,SCTLD,MSR_SCTLD,start,,,,,,,,,,,,,,,,,,
Meri Shoal,MSR,2020-12-10,SCTLD,MSR_SCTLD,interval,,,,,,,,,,,,,,,,,,
Meri Shoal,MSR,2021-11-09,SCTLD,MSR_SCTLD,end,,,,,,,,,,,,,,,,,,
Meri Shoal,MSR,2022-11-30,ID,MSR_ID,,,,,,,,,,,,,,,,,,,
Meri Shoal,MSR,2023-12-07,BL23,MSR_BL23,start,,,,,,,,,,,,,,,,,,
Meri Shoal,MSR,2024-04-22,BL23,MSR_BL23,end,,,,,,,,,,,,,,,,,,
Meri Shoal,MSR,2024-11-22,BL24,MSR_BL24,start,,,,,,,,,,,,,,,,,,
Meri Shoal,MSR,2025-03-21,BL24,MSR_BL24,end,,,,,,,,,,,,,,,,,,
Mutton Snapper FSA,MTS,2003-05-19,ID,MTS_ID,,,,,,,,,,,,,,,,,,,
Mutton Snapper FSA,MTS,2004-07-20,ID,MTS_ID,,,,,,,,,,,,,,,,,,,
Mutton Snapper FSA,MTS,2005-10-20,BL05,MTS_BL05,start,,,,,,,,,,,,,,,,,,
Mutton Snapper FSA,MTS,2006-12-09,BL05,MTS_BL05,end,,,,,,,,,,,,,,,,,,
Mutton Snapper FSA,MTS,2007-09-26,ID,MTS_ID,,,,,,,,,,,,,,,,,,,
Mutton Snapper FSA,MTS,2008-09-02,ID,MTS_ID,,,,,,,,,,,,,,,,,,,
Mutton Snapper FSA,MTS,2009-10-08,ID,MTS_ID,,,,,,,,,,,,,,,,,,,
Mutton Snapper FSA,MTS,2010-08-11,ID,MTS_ID,,,,,,,,,,,,,,,,,,,
Mutton Snapper FSA,MTS,2011-07-16,ID,MTS_ID,,,,,,,,,,,,,,,,,,,
Mutton Snapper FSA,MTS,2012-08-17,ID,MTS_ID,,,,,,,,,,,,,,,,,,,
Mutton Snapper FSA,MTS,2013-08-16,ID,MTS_ID,,,,,,,,,,,,,,,,,,,
Mutton Snapper FSA,MTS,2014-10-21,ID,MTS_ID,,,,,,,,,,,,,,,,,,,
Mutton Snapper FSA,MTS,2015-10-02,ID,MTS_ID,,,,,,,,,,,,,,,,,,,
Mutton Snapper FSA,MTS,2016-10-15,Storm17,MTS_Storm17,start,,,,,,,,,,,,,,,,,,
Mutton Snapper FSA,MTS,2018-02-26,Storm17,MTS_Storm17,end,,,,,,,,,,,,,,,,,,
Mutton Snapper FSA,MTS,2018-11-03,ID,MTS_ID,,,,,,,,,,,,,,,,,,,
Mutton Snapper FSA,MTS,2019-10-17,SCTLD,MTS_SCTLD,start,,,,,,,,,,,,,,,,,,
Mutton Snapper FSA,MTS,2021-03-14,SCTLD,MTS_SCTLD,interval,,,,,,,,,,,,,,,,,,
Mutton Snapper FSA,MTS,2021-11-12,SCTLD,MTS_SCTLD,end,,,,,,,,,,,,,,,,,,
Mutton Snapper FSA,MTS,2022-10-22,ID,MTS_ID,,,,,,,,,,,,,,,,,,,
Mutton Snapper FSA,MTS,2023-11-10,BL23,MTS_BL23,start,,,,,,,,,,,,,,,,,,
Mutton Snapper FSA,MTS,2024-03-15,BL23,MTS_BL23,end,,,,,,,,,,,,,,,,,,
Mutton Snapper FSA,MTS,2024-11-15,BL24,MTS_BL24,start,,,,,,,,,,,,,,,,,,
Mutton Snapper FSA,MTS,2025-04-14,BL24,MTS_BL24,end,,,,,,,,,,,,,,,,,,
Salt River Deep,SRD,2009-04-07,ID,SRD_ID,,,,,,,,,,,,,,,,,,,
Salt River Deep,SRD,2010-08-05,BL10,SRD_BL10,start,,,,,,,,,,,,,,,,,,
Salt River Deep,SRD,2011-07-16,BL10,SRD_BL10,end,,,,,,,,,,,,,,,,,,
Salt River Deep,SRD,2012-08-11,ID,SRD_ID,,,,,,,,,,,,,,,,,,,
Salt River Deep,SRD,2013-08-11,ID,SRD_ID,,,,,,,,,,,,,,,,,,,
Salt River Deep,SRD,2014-10-09,ID,SRD_ID,,,,,,,,,,,,,,,,,,,
Salt River Deep,SRD,2015-10-01,ID,SRD_ID,,,,,,,,,,,,,,,,,,,
Salt River Deep,SRD,2016-10-14,ID,SRD_ID,,,,,,,,,,,,,,,,,,,
Salt River Deep,SRD,2018-02-28,ID,SRD_ID,,,,,,,,,,,,,,,,,,,
Salt River Deep,SRD,2018-11-04,ID,SRD_ID,,,,,,,,,,,,,,,,,,,
Salt River Deep,SRD,2019-10-19,BL19,SRD_BL19,start,,,,,,,,,,,,,,,,,,
Salt River Deep,SRD,2019-12-02,BL19,SRD_BL19,end,,,,,,,,,,,,,,,,,,
Salt River Deep,SRD,2019-12-02,SCTLD,SRD_SCTLD,start,,,,,,,,,,,,,,,,,,
Salt River Deep,SRD,2021-04-08,SCTLD,SRD_SCTLD,interval,,,,,,,,,,,,,,,,,,
Salt River Deep,SRD,2021-11-13,SCTLD,SRD_SCTLD,end,,,,,,,,,,,,,,,,,,
Salt River Deep,SRD,2022-10-20,ID,SRD_ID,,,,,,,,,,,,,,,,,,,
Salt River Deep,SRD,2023-11-11,BL23,SRD_BL23,start,,,,,,,,,,,,,,,,,,
Salt River Deep,SRD,2024-03-14,BL23,SRD_BL23,end,,,,,,,,,,,,,,,,,,
Salt River Deep,SRD,2024-11-14,BL24,SRD_BL24,start,,,,,,,,,,,,,,,,,,
Salt River Deep,SRD,2025-04-12,BL24,SRD_BL24,end,,,,,,,,,,,,,,,,,,
Salt River West,SRW,2001-08-22,ID,SRW_ID,,,,,,,,,,,,,,,,,,,
Salt River West,SRW,2001-10-12,ID,SRW_ID,,,,,,,,,,,,,,,,,,,
Salt River West,SRW,2002-05-22,ID,SRW_ID,,,,,,,,,,,,,,,,,,,
Salt River West,SRW,2003-04-08,ID,SRW_ID,,,,,,,,,,,,,,,,,,,
Salt River West,SRW,2004-05-12,ID,SRW_ID,,,,,,,,,,,,,,,,,,,
Salt River West,SRW,2005-08-25,ID,SRW_ID,,,,,,,,,,,,,,,,,,,
Salt River West,SRW,2005-10-13,BL05,SRW_BL05,start,,,,,,,,,,,,,,,,,,
Salt River West,SRW,2006-12-07,BL05,SRW_BL05,end,,,,,,,,,,,,,,,,,,
Salt River West,SRW,2007-09-30,ID,SRW_ID,,,,,,,,,,,,,,,,,,,
Salt River West,SRW,2008-09-03,ID,SRW_ID,,,,,,,,,,,,,,,,,,,
Salt River West,SRW,2009-10-12,ID,SRW_ID,,,,,,,,,,,,,,,,,,,
Salt River West,SRW,2010-08-05,ID,SRW_ID,,,,,,,,,,,,,,,,,,,
Salt River West,SRW,2011-07-13,ID,SRW_ID,,,,,,,,,,,,,,,,,,,
Salt River West,SRW,2012-08-11,ID,SRW_ID,,,,,,,,,,,,,,,,,,,
Salt River West,SRW,2013-08-11,ID,SRW_ID,,,,,,,,,,,,,,,,,,,
Salt River West,SRW,2014-10-09,ID,SRW_ID,,,,,,,,,,,,,,,,,,,
Salt River West,SRW,2015-10-01,ID,SRW_ID,,,,,,,,,,,,,,,,,,,
Salt River West,SRW,2016-10-14,Storm17,SRW_Storm17,start,,,,,,,,,,,,,,,,,,
Salt River West,SRW,2018-02-28,Storm17,SRW_Storm17,end,,,,,,,,,,,,,,,,,,
Salt River West,SRW,2018-11-04,ID,SRW_ID,,,,,,,,,,,,,,,,,,,
Salt River West,SRW,2019-10-19,ID,SRW_ID,,,,,,,,,,,,,,,,,,,
Salt River West,SRW,2019-12-02,SCTLD,SRW_SCTLD,start,,,,,,,,,,,,,,,,,,
Salt River West,SRW,2021-04-08,SCTLD,SRW_SCTLD,interval,,,,,,,,,,,,,,,,,,
Salt River West,SRW,2021-11-13,SCTLD,SRW_SCTLD,end,,,,,,,,,,,,,,,,,,
Salt River West,SRW,2022-10-20,ID,SRW_ID,,,,,,,,,,,,,,,,,,,
Salt River West,SRW,2023-11-11,BL23,SRW_BL23,start,,,,,,,,,,,,,,,,,,
Salt River West,SRW,2024-03-14,BL23,SRW_BL23,end,,,,,,,,,,,,,,,,,,
Salt River West,SRW,2024-11-14,BL24,SRW_BL24,start,,,,,,,,,,,,,,,,,,
Salt River West,SRW,2025-04-12,BL24,SRW_BL24,end,,,,,,,,,,,,,,,,,,
Savana,SVN,2003-09-29,ID,SVN_ID,,,,,,,,,,,,,,,,,,,
Savana,SVN,2004-12-13,ID,SVN_ID,,,,,,,,,,,,,,,,,,,
Savana,SVN,2005-05-11,ID,SVN_ID,,,,,,,,,,,,,,,,,,,
Savana,SVN,2005-10-05,BL05,SVN_BL05,start,,,,,,,,,,,,,,,,,,
Savana,SVN,2006-07-13,BL05,SVN_BL05,end,,,,,,,,,,,,,,,,,,
Savana,SVN,2007-08-20,ID,SVN_ID,,,,,,,,,,,,,,,,,,,
Savana,SVN,2008-08-20,ID,SVN_ID,,,,,,,,,,,,,,,,,,,
Savana,SVN,2009-07-07,ID,SVN_ID,,,,,,,,,,,,,,,,,,,
Savana,SVN,2010-10-25,ID,SVN_ID,,,,,,,,,,,,,,,,,,,
Savana,SVN,2011-10-06,ID,SVN_ID,,,,,,,,,,,,,,,,,,,
Savana,SVN,2013-03-22,ID,SVN_ID,,,,,,,,,,,,,,,,,,,
Savana,SVN,2013-10-29,ID,SVN_ID,,,,,,,,,,,,,,,,,,,
Savana,SVN,2014-12-01,ID,SVN_ID,,,,,,,,,,,,,,,,,,,
Savana,SVN,2015-11-17,ID,SVN_ID,,,,,,,,,,,,,,,,,,,
Savana,SVN,2016-12-08,Storm17,SVN_Storm17,start,,,,,,,,,,,,,,,,,,
Savana,SVN,2017-12-04,Storm17,SVN_Storm17,end,,,,,,,,,,,,,,,,,,
Savana,SVN,2018-03-27,ID,SVN_ID,,,,,,,,,,,,,,,,,,,
Savana,SVN,2018-11-27,SCTLD,SVN_SCTLD,start,,,,,,,,,,,,,,,,,,
Savana,SVN,2019-07-12,SCTLD,SVN_SCTLD,interval,,,,,,,,,,,,,,,,,,
Savana,SVN,2019-11-08,SCTLD,SVN_SCTLD,end,,,,,,,,,,,,,,,,,,
Savana,SVN,2019-11-08,BL19,SVN_BL19,start,repeat row,,,,,,,,,,,,,,,,,
Savana,SVN,2020-02-21,BL19,SVN_BL19,end,,,,,,,,,,,,,,,,,,
Savana,SVN,2020-07-14,ID,SVN_ID,,,,,,,,,,,,,,,,,,,
Savana,SVN,2020-11-24,ID,SVN_ID,,,,,,,,,,,,,,,,,,,
Savana,SVN,2021-10-18,ID,SVN_ID,,,,,,,,,,,,,,,,,,,
Savana,SVN,2022-10-03,ID,SVN_ID,,,,,,,,,,,,,,,,,,,
Savana,SVN,2023-10-30,BL23,SVN_BL23,start,,,,,,,,,,,,,,,,,,
Savana,SVN,2024-04-11,BL23,SVN_BL23,end,,,,,,,,,,,,,,,,,,
Savana,SVN,2024-10-17,BL24,SVN_BL24,start,,,,,,,,,,,,,,,,,,
Savana,SVN,2025-03-19,BL24,SVN_BL24,end,,,,,,,,,,,,,,,,,,
Seahorse Cottage Shoal,SHR,2003-06-12,ID,SHR_ID,,,,,,,,,,,,,,,,,,,
Seahorse Cottage Shoal,SHR,2004-05-25,ID,SHR_ID,,,,,,,,,,,,,,,,,,,
Seahorse Cottage Shoal,SHR,2005-05-09,ID,SHR_ID,,,,,,,,,,,,,,,,,,,
Seahorse Cottage Shoal,SHR,2005-10-13,BL05,SHR_BL05,start,,,,,,,,,,,,,,,,,,
Seahorse Cottage Shoal,SHR,2006-06-23,BL05,SHR_BL05,end,,,,,,,,,,,,,,,,,,
Seahorse Cottage Shoal,SHR,2007-08-30,ID,SHR_ID,,,,,,,,,,,,,,,,,,,
Seahorse Cottage Shoal,SHR,2008-10-28,ID,SHR_ID,,,,,,,,,,,,,,,,,,,
Seahorse Cottage Shoal,SHR,2009-09-10,ID,SHR_ID,,,,,,,,,,,,,,,,,,,
Seahorse Cottage Shoal,SHR,2010-10-19,ID,SHR_ID,,,,,,,,,,,,,,,,,,,
Seahorse Cottage Shoal,SHR,2011-10-18,ID,SHR_ID,,,,,,,,,,,,,,,,,,,
Seahorse Cottage Shoal,SHR,2012-10-31,ID,SHR_ID,,,,,,,,,,,,,,,,,,,
Seahorse Cottage Shoal,SHR,2013-10-22,ID,SHR_ID,,,,,,,,,,,,,,,,,,,
Seahorse Cottage Shoal,SHR,2014-10-22,ID,SHR_ID,,,,,,,,,,,,,,,,,,,
Seahorse Cottage Shoal,SHR,2015-10-14,ID,SHR_ID,,,,,,,,,,,,,,,,,,,
Seahorse Cottage Shoal,SHR,2016-10-06,Storm17,SHR_Storm17,start,,,,,,,,,,,,,,,,,,
Seahorse Cottage Shoal,SHR,2017-12-12,Storm17,SHR_Storm17,end,,,,,,,,,,,,,,,,,,
Seahorse Cottage Shoal,SHR,2018-11-28,SCTLD,SHR_SCTLD,start,,,,,,,,,,,,,,,,,,
Seahorse Cottage Shoal,SHR,2019-11-20,SCTLD,SHR_SCTLD,interval,,,,,,,,,,,,,,,,,,
Seahorse Cottage Shoal,SHR,2020-02-04,SCTLD,SHR_SCTLD,end,,,,,,,,,,,,,,,,,,
Seahorse Cottage Shoal,SHR,2020-07-14,ID,SHR_ID,,,,,,,,,,,,,,,,,,,
Seahorse Cottage Shoal,SHR,2020-10-28,ID,SHR_ID,,,,,,,,,,,,,,,,,,,
Seahorse Cottage Shoal,SHR,2021-11-05,ID,SHR_ID,,,,,,,,,,,,,,,,,,,
Seahorse Cottage Shoal,SHR,2022-10-04,ID,SHR_ID,,,,,,,,,,,,,,,,,,,
Seahorse Cottage Shoal,SHR,2023-10-30,BL23,SHR_BL23,start,,,,,,,,,,,,,,,,,,
Seahorse Cottage Shoal,SHR,2024-03-07,BL23,SHR_BL23,end,,,,,,,,,,,,,,,,,,
Seahorse Cottage Shoal,SHR,2024-10-29,BL24,SHR_BL24,start,,,,,,,,,,,,,,,,,,
Seahorse Cottage Shoal,SHR,2025-03-20,BL24,SHR_BL24,end,,,,,,,,,,,,,,,,,,
South Capella,SCP,2003-12-04,ID,SCP_ID,,,,,,,,,,,,,,,,,,,
South Capella,SCP,2004-06-08,ID,SCP_ID,,,,,,,,,,,,,,,,,,,
South Capella,SCP,2005-05-03,ID,SCP_ID,,,,,,,,,,,,,,,,,,,
South Capella,SCP,2005-09-28,BL05,SCP_BL05,start,,,,,,,,,,,,,,,,,,
South Capella,SCP,2006-07-19,BL05,SCP_BL05,end,,,,,,,,,,,,,,,,,,
South Capella,SCP,2007-09-07,ID,SCP_ID,,,,,,,,,,,,,,,,,,,
South Capella,SCP,2008-07-31,ID,SCP_ID,,,,,,,,,,,,,,,,,,,
South Capella,SCP,2009-09-30,ID,SCP_ID,,,,,,,,,,,,,,,,,,,
South Capella,SCP,2010-11-19,ID,SCP_ID,,,,,,,,,,,,,,,,,,,
South Capella,SCP,2011-10-01,ID,SCP_ID,,,,,,,,,,,,,,,,,,,
South Capella,SCP,2012-12-16,ID,SCP_ID,,,,,,,,,,,,,,,,,,,
South Capella,SCP,2013-11-05,ID,SCP_ID,,,,,,,,,,,,,,,,,,,
South Capella,SCP,2014-09-30,ID,SCP_ID,,,,,,,,,,,,,,,,,,,
South Capella,SCP,2015-10-15,ID,SCP_ID,,,,,,,,,,,,,,,,,,,
South Capella,SCP,2016-12-09,ID,SCP_ID,,,,,,,,,,,,,,,,,,,
South Capella,SCP,2018-03-13,ID,SCP_ID,,,,,,,,,,,,,,,,,,,
South Capella,SCP,2018-10-11,ID,SCP_ID,,,,,,,,,,,,,,,,,,,
South Capella,SCP,2019-11-20,SCTLD,SCP_SCTLD,start,,,,,,,,,,,,,,,,,,
South Capella,SCP,2020-02-04,SCTLD,SCP_SCTLD,interval,,,,,,,,,,,,,,,,,,
South Capella,SCP,2020-07-14,SCTLD,SCP_SCTLD,interval,,,,,,,,,,,,,,,,,,
South Capella,SCP,2020-12-14,SCTLD,SCP_SCTLD,end,,,,,,,,,,,,,,,,,,
South Capella,SCP,2021-11-04,ID,SCP_ID,,,,,,,,,,,,,,,,,,,
South Capella,SCP,2022-11-30,ID,SCP_ID,,,,,,,,,,,,,,,,,,,
South Capella,SCP,2023-10-23,BL23,SCP_BL23,start,,,,,,,,,,,,,,,,,,
South Capella,SCP,2024-04-22,BL23,SCP_BL23,end,,,,,,,,,,,,,,,,,,
South Capella,SCP,2024-10-25,BL24,SCP_BL24,start,,,,,,,,,,,,,,,,,,
South Capella,SCP,2025-03-27,BL24,SCP_BL24,end,,,,,,,,,,,,,,,,,,
South Water,SWT,2005-06-01,ID,SWT_ID,,,,,,,,,,,,,,,,,,,
South Water,SWT,2005-10-04,BL05,SWT_BL05,start,,,,,,,,,,,,,,,,,,
South Water,SWT,2006-07-24,BL05,SWT_BL05,end,,,,,,,,,,,,,,,,,,
South Water,SWT,2007-08-31,ID,SWT_ID,,,,,,,,,,,,,,,,,,,
South Water,SWT,2008-07-28,ID,SWT_ID,,,,,,,,,,,,,,,,,,,
South Water,SWT,2009-07-09,ID,SWT_ID,,,,,,,,,,,,,,,,,,,
South Water,SWT,2010-10-29,ID,SWT_ID,,,,,,,,,,,,,,,,,,,
South Water,SWT,2011-11-29,ID,SWT_ID,,,,,,,,,,,,,,,,,,,
South Water,SWT,2012-10-02,ID,SWT_ID,,,,,,,,,,,,,,,,,,,
South Water,SWT,2013-11-22,ID,SWT_ID,,,,,,,,,,,,,,,,,,,
South Water,SWT,2014-11-21,ID,SWT_ID,,,,,,,,,,,,,,,,,,,
South Water,SWT,2015-10-15,ID,SWT_ID,,,,,,,,,,,,,,,,,,,
South Water,SWT,2016-12-09,ID,SWT_ID,,,,,,,,,,,,,,,,,,,
South Water,SWT,2018-03-13,ID,SWT_ID,,,,,,,,,,,,,,,,,,,
South Water,SWT,2018-12-04,SCTLD,SWT_SCTLD,start,,,,,,,,,,,,,,,,,,
South Water,SWT,2019-11-14,SCTLD,SWT_SCTLD,interval,,,,,,,,,,,,,,,,,,
South Water,SWT,2020-03-02,SCTLD,SWT_SCTLD,end,,,,,,,,,,,,,,,,,,
South Water,SWT,2020-07-14,ID,SWT_ID,,,,,,,,,,,,,,,,,,,
South Water,SWT,2020-10-22,ID,SWT_ID,,,,,,,,,,,,,,,,,,,
South Water,SWT,2021-11-04,ID,SWT_ID,,,,,,,,,,,,,,,,,,,
South Water,SWT,2022-12-07,ID,SWT_ID,,,,,,,,,,,,,,,,,,,
South Water,SWT,2023-10-23,BL23,SWT_BL23,start,,,,,,,,,,,,,,,,,,
South Water,SWT,2024-04-26,BL23,SWT_BL23,end,,,,,,,,,,,,,,,,,,
South Water,SWT,2024-10-25,BL24,SWT_BL24,start,,,,,,,,,,,,,,,,,,
South Water,SWT,2025-03-28,BL24,SWT_BL24,end,,,,,,,,,,,,,,,,,,
Sprat Hole,SPH,2001-09-25,ID,SPH_ID,,,,,,,,,,,,,,,,,,,
Sprat Hole,SPH,2002-06-14,ID,SPH_ID,,,,,,,,,,,,,,,,,,,
Sprat Hole,SPH,2003-04-14,ID,SPH_ID,,,,,,,,,,,,,,,,,,,
Sprat Hole,SPH,2004-05-10,ID,SPH_ID,,,,,,,,,,,,,,,,,,,
Sprat Hole,SPH,2005-03-31,ID,SPH_ID,,,,,,,,,,,,,,,,,,,
Sprat Hole,SPH,2005-10-04,BL05,SPH_BL05,start,,,,,,,,,,,,,,,,,,
Sprat Hole,SPH,2007-01-09,BL05,SPH_BL05,end,,,,,,,,,,,,,,,,,,
Sprat Hole,SPH,2007-09-26,ID,SPH_ID,,,,,,,,,,,,,,,,,,,
Sprat Hole,SPH,2008-09-02,ID,SPH_ID,,,,,,,,,,,,,,,,,,,
Sprat Hole,SPH,2009-10-13,ID,SPH_ID,,,,,,,,,,,,,,,,,,,
Sprat Hole,SPH,2010-08-09,ID,SPH_ID,,,,,,,,,,,,,,,,,,,
Sprat Hole,SPH,2011-07-18,ID,SPH_ID,,,,,,,,,,,,,,,,,,,
Sprat Hole,SPH,2012-08-16,ID,SPH_ID,,,,,,,,,,,,,,,,,,,
Sprat Hole,SPH,2013-08-16,ID,SPH_ID,,,,,,,,,,,,,,,,,,,
Sprat Hole,SPH,2014-10-21,ID,SPH_ID,,,,,,,,,,,,,,,,,,,
Sprat Hole,SPH,2015-09-28,ID,SPH_ID,,,,,,,,,,,,,,,,,,,
Sprat Hole,SPH,2016-10-12,Storm17,SPH_Storm17,start,,,,,,,,,,,,,,,,,,
Sprat Hole,SPH,2018-02-26,Storm17,SPH_Storm17,end,,,,,,,,,,,,,,,,,,
Sprat Hole,SPH,2018-11-05,ID,SPH_ID,,,,,,,,,,,,,,,,,,,
Sprat Hole,SPH,2019-10-17,SCTLD,SPH_SCTLD,start,,,,,,,,,,,,,,,,,,
Sprat Hole,SPH,2021-03-14,SCTLD,SPH_SCTLD,interval,,,,,,,,,,,,,,,,,,
Sprat Hole,SPH,2021-11-12,SCTLD,SPH_SCTLD,end,,,,,,,,,,,,,,,,,,
Sprat Hole,SPH,2022-10-22,ID,SPH_ID,,,,,,,,,,,,,,,,,,,
Sprat Hole,SPH,2023-11-12,BL23,SPH_BL23,start,,,,,,,,,,,,,,,,,,
Sprat Hole,SPH,2024-03-15,BL23,SPH_BL23,end,,,,,,,,,,,,,,,,,,
Sprat Hole,SPH,2024-11-14,BL24,SPH_BL24,start,,,,,,,,,,,,,,,,,,
Sprat Hole,SPH,2025-04-14,BL24,SPH_BL24,end,,,,,,,,,,,,,,,,,,
St James,SSJ,2005-06-01,ID,SSJ_ID,,,,,,,,,,,,,,,,,,,
St James,SSJ,2005-10-13,BL05,SSJ_BL05,start,,,,,,,,,,,,,,,,,,
